transaction_id,customer_id,transaction_amount,transaction_date,transaction_count,region,transaction_status
bc09a097-aebb-459b-b56e-5c9ed3376ece,c8e587f3-d89a-4128-b700-c25054f741bf,446.95,2023-03-01,2,East,Fail
7f68c6eb-fb81-43de-9552-88725e958c03,a6409a0e-a942-40ed-b8b3-c56304666c67,84.22,2023-11-01,4,North,Success
568b3d31-400e-4adb-bf69-6d0b813937cb,6c0665aa-4baa-4266-aa5b-f6cd2f121a3f,12045.06,2023-11-15,3,North,Success
6041d619-443c-48fc-8d00-5adc8b8b61bf,0741157b-4905-4159-89d7-559e32e3226e,11858.39,2023-07-30,5,West,Success
b44c7e88-e2ae-4793-8d12-03b035c898c4,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,2326.08,2023-06-01,2,North,Success
babd7d35-bd1c-4b95-a041-a6934ca68a1e,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,325.34,2023-04-19,4,North,Success
796fcead-66a2-4ca7-b61a-5afac68d0e23,6444251d-bf04-447c-b7ab-ec36eaceb334,19299.88,2023-03-17,3,West,Success
600dfbbb-4a3d-4e1d-9dc2-308c2da359ae,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,530.97,2023-01-30,2,East,Success
a25a352f-35d5-42f0-b623-b689a29139ae,defa5631-d68f-4049-a487-3c2032601de3,849.08,2023-11-10,1,South,Success
70e90090-4ab5-458f-996b-8686d8455118,ed9bd556-0249-4451-bb16-5fb917a724cc,1328.01,2023-04-27,4,South,Success
40cfdca1-1ce5-4aea-9bce-aa5a82add433,590083d8-59b7-4e45-bba1-e7cadcfc1625,1885.26,2023-12-22,4,South,Success
20b83e48-8d84-4b66-8286-4c57213568f1,f4ea3924-e9de-45a7-895a-e21eab381f16,2374.55,2023-07-11,2,East,Success
e9179431-ebd0-4b67-8515-b65d882f4b2a,483c4132-e319-4e89-b4cb-e3fe64869e2a,2491.78,2023-01-19,3,North,Success
aabacc80-6867-4d6d-a333-7120da277a72,defa5631-d68f-4049-a487-3c2032601de3,922.02,2023-06-22,3,South,Fail
2270b826-54fc-454d-af44-56348b3ef9e6,70e9f855-d226-4991-970f-0a983d9f8f88,2444.81,2023-08-16,4,East,Success
721a173c-dcea-4ed0-8457-64d6045f09b9,f9e667e5-95af-4966-9238-9fa9c3d437bd,873.89,2023-12-16,2,North,Success
f910ddb0-b9d6-4cd9-9671-d1bdd4160819,9367d68a-bf14-4a78-b4c8-228fdc04fd99,2197.69,2023-07-02,5,West,Fail
a2461c89-5024-4a5f-9aa4-a0eed230c935,a0aa32b8-c444-443c-914f-c192d948f805,1991.71,2023-04-23,2,South,Fail
89fdcc9d-b405-4db4-956f-c13faa8fd6ca,69403a40-f32f-42c3-abd7-8e951dfccf77,2739.19,2023-07-02,2,North,Success
2a60a2bc-7436-49d7-b39f-93f9087313d9,7662ad42-1e2a-48b3-96ac-3a4992007f58,2357.98,2023-05-26,1,South,Success
5648c23e-b4de-43c0-a30b-c97c39e1d8c4,5d5f0544-7ef4-4045-9b20-44c47802b985,644.89,2023-11-15,1,South,Success
f3530ff5-8a0d-4767-a3b2-8489e7068f35,0cac8b8e-006c-4df4-ae13-c5f6d518e811,1901.6,2023-04-26,3,South,Success
853941fc-78c6-4a9e-8581-50dab525847d,46a37fcc-c33e-434d-97ac-aa3fe8bbecd8,2402.05,2023-04-23,2,North,Success
29dc5f75-c8ad-4c87-9456-1e58b188f587,79e69eed-c746-448a-ba7e-e18e3f3f0505,232.91,2023-09-08,4,East,Success
2111d4da-2270-4b56-ae6e-4ac52e0c9c8a,b873220d-7cfd-4389-ba2b-454505ac9ab6,789.3,2023-09-08,0,North,Success
5dd5267b-4cbe-4e93-a6d7-971af201168b,46c01b70-a8af-4db9-bf64-baff0f1cf456,2275.0,2023-10-30,2,South,Success
9fa8217d-0b35-4d94-938d-831a9331737d,61f7e943-87ae-407d-b110-fa9938f7c489,8528.35,2023-11-09,2,North,Success
338915cf-0d16-4759-ab10-1382e0e06adf,162b6b5b-25a4-4c27-b69b-8eb4f9dff3e8,2950.94,2023-04-28,0,West,Success
8457bfe1-64f8-4194-8764-83a83d8d2f0b,d01ca74e-ecf4-4fdb-8054-10f9d239fafc,9199.03,2023-10-28,1,East,Success
d5def935-8374-4d97-869d-c8b0fd5161e3,705bd78e-c29c-4b7a-b5a8-5c9e6d375e52,679.9,2023-06-10,3,North,Success
d34ce4a8-7b5e-451c-b167-8ee9c75d5e81,6c0665aa-4baa-4266-aa5b-f6cd2f121a3f,1480.64,2023-07-17,3,West,Success
ba599de9-914b-4fae-a77b-29d3b73fd84d,2ba6275a-35ab-4c4a-8f68-acf6d0fef015,2883.85,2023-09-17,3,East,Success
04ab347c-68bb-43e0-8ac9-47c83771bbe4,b76d73dc-fe3e-4ebe-bd9d-40c3b2183ba0,67.25,2023-05-28,3,West,Success
96171aac-18ec-48f4-a0b0-694c8745a3f0,590ae9a6-4eaf-44f3-87a6-130cbc5a0974,6720.81,2023-08-28,3,East,Fail
dbca6e2f-1538-4a02-b84b-b9ae9572b069,6444251d-bf04-447c-b7ab-ec36eaceb334,117.56,2023-02-16,0,North,Success
abead4b8-98c0-437f-951f-e48480e389f9,c9554b01-015e-45e7-a919-326051a4fea5,3627.61,2023-07-17,3,West,Success
376f140d-ecfd-409a-a782-835129261ca1,8399133a-4c1b-40ba-a259-159e0f68f5f9,2500.38,2023-02-16,6,South,Success
0fbae266-1fda-4013-9b10-829bb98502c1,34e6d666-a75a-4a7e-84a5-fe3ade9fa3b2,66.19,2023-03-19,3,West,Success
f1004c44-e213-44f9-910a-c57595e6bfc7,0ebcdfa9-5eb1-4826-8206-ce63492b82ce,70.32,2023-05-04,4,East,Success
ddb7920e-02cf-4849-ba8e-d21c62f57573,967c912e-2bad-4f17-9678-e08a1181c6e3,6117.93,2023-03-16,2,North,Success
45e88a0c-0cfe-421a-9eb7-cf006750c2a3,7662ad42-1e2a-48b3-96ac-3a4992007f58,4711.05,2023-12-25,4,East,Success
ac062d77-4257-4ead-9ccb-2ebf11fb9e30,bdb068b2-1f12-4b1f-b58e-cc14e6bb8c87,381.06,2023-05-17,4,West,Success
7418c300-40b6-489c-adbe-a7e712efd86c,06e80928-7ab1-44e6-9567-9c4e18cad864,380.6,2023-03-31,3,West,Success
e9353ebd-288f-40b7-8c85-0801f873f605,abde672d-1b85-4101-8ba4-98d09d73cca9,2028.65,2023-11-21,6,South,Success
fdfb2cd0-1243-4f01-af72-97437a423378,18208f4a-2b82-4ea4-916d-898d6a429c85,1079.99,2023-03-02,1,North,Success
36185fe6-a7f7-47d4-a5ce-7aa0cf0e24f2,07f928cc-6971-4044-a4b6-d32000c50869,3886.54,2023-05-18,0,North,Fail
56b3bcc8-b6cd-4efa-97b1-a7b926bf3d06,abde672d-1b85-4101-8ba4-98d09d73cca9,1949.83,2023-02-19,4,West,Success
1031f88d-9d6b-439e-9672-53b9b6e1de16,051289ea-0e3e-4e0d-b53c-580c42279b96,7329.31,2023-09-16,4,North,Success
8da04ba5-2c67-4e51-aa87-cba770a291c8,183dd76d-7603-481f-8bce-f44f10f2350e,3512.54,2023-04-17,1,South,Success
fefa5e6a-e792-469d-9267-3f576e59be66,c5dea1b0-e187-4140-9003-15b2d1402286,2604.32,2023-04-23,2,East,Success
c33b0ad2-4f3d-434d-aab7-8aa18792cc7c,ed9fdc04-d295-417c-8135-2854e6b2cdc9,718.7,2023-12-16,0,North,Success
d8ff4348-f73e-4e87-8095-3864f9b0b5a9,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,658.27,2023-09-11,2,West,Success
c5aca480-6201-4c12-b5c1-9d893d660934,46a37fcc-c33e-434d-97ac-aa3fe8bbecd8,1030.59,2023-04-28,4,East,Success
b9e26e7e-5168-4ccd-b8c1-53c7f9adeb32,eee8b608-3d2e-4176-9735-c5c50cac6d15,9987.92,2023-07-17,3,East,Success
7829fde5-8c22-4aea-9e78-d05d072b29bb,431f110c-56a8-49e9-b476-c6bf1dac6401,673.49,2023-12-03,2,South,Success
affc2de7-4146-4cc2-83a1-6d180db4b083,0741157b-4905-4159-89d7-559e32e3226e,1499.12,2023-12-31,2,West,Success
88a70666-f15a-4a45-b3f1-cfd719b7716f,67ab7c79-fe7f-4776-a017-7880bc0fccdf,74.16,2023-02-20,0,North,Success
f66080cf-bdb4-4079-a64f-2eb786eb84d1,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,2467.52,2023-09-02,2,West,Success
96bac5db-c67a-4848-8844-f9c94231ac05,be146da3-3060-4969-98b6-d0a37f58efab,16459.17,2023-02-04,3,East,Success
28d7e3bb-bc5d-4181-aa9c-46dbbfc9ac30,57ef3bb1-54cb-47b1-8b26-de32122b1f82,357.68,2023-10-29,6,West,Success
077b9750-9baf-4241-bc12-dcd1734bbd74,705bd78e-c29c-4b7a-b5a8-5c9e6d375e52,49480.33,2023-03-10,4,North,Success
2a270745-99a2-46e8-ae99-f0e5f0bb4796,46c01b70-a8af-4db9-bf64-baff0f1cf456,1364.7,2023-12-15,0,North,Success
da842ea7-58ab-4144-b809-e416e1a3e805,24a1a38e-6149-46d3-ad06-84b7c2ba5019,50.02,2023-11-16,5,South,Success
725d7744-6a6c-4ac9-abbe-d83f635a8910,29cc06bd-9d7c-4215-a284-98b325b685a3,690.46,2023-02-18,4,North,Success
3059e06f-31a2-465c-9ac8-2610eca55a81,6c0665aa-4baa-4266-aa5b-f6cd2f121a3f,5412.82,2023-03-15,4,North,Fail
d6bd4003-96d5-4b4a-b86b-2d8524236714,7f6e7de5-45c1-44fb-8b09-3eb411f58de7,12078.48,2023-07-11,3,West,Success
c471e8ed-c240-4201-a69c-75b9be2b7fed,9198c0e1-7efb-4311-b52e-a008b7e55006,2595.98,2023-09-18,3,West,Success
5032fd1e-86e4-4db0-8d2a-a8304093e3a5,39c239e3-3123-4b0b-a5bb-980061a98ac3,7194.8,2023-12-22,2,East,Success
8dca78cd-5ac1-463c-a2e6-a9b45a5af846,0741157b-4905-4159-89d7-559e32e3226e,266.84,2023-03-11,1,South,Success
3891ff42-a1ed-488f-adca-92242fd1074c,28ac3eaa-5854-4195-a1cf-38e00760c39a,484.78,2023-03-31,2,West,Success
cbffbccf-dd85-4691-b57e-c10d560f4ab4,6b2c36a9-238b-41d5-b66c-88006e477aad,146.15,2023-09-17,2,North,Success
d4022adf-9b9d-42cc-b386-c638f8c7476d,5d5f0544-7ef4-4045-9b20-44c47802b985,530.56,2023-05-06,3,East,Success
f527ce13-5d99-4e44-932f-e1e3d082b17d,df445f3a-c056-4d65-8cec-d9dcb9abcb5b,2736.14,2023-08-19,4,West,Success
2e7724c7-f924-48f2-9a28-c5bb82e20f93,79e69eed-c746-448a-ba7e-e18e3f3f0505,1415.43,2023-10-22,3,South,Success
5f22fb25-18fb-493e-aa9a-0fe66e220ce5,da7d1ba6-8d1d-45ad-bd94-cfcd1e0705f8,3107.02,2023-05-09,1,South,Success
04cd32e4-145d-4de1-af74-ab6f59a1d4bb,c4d82952-8423-416f-9ab2-272052632aee,356.45,2023-10-07,6,East,Fail
5f6445d1-55ba-48b1-826f-41048ce1e509,bdf7894c-1872-4014-b279-84b03c93f88c,383.51,2023-11-09,5,East,Success
3475719e-a160-4f6a-ba92-8ed080c031fe,f90f8fff-bbff-4204-bdb2-3daed8845151,1401.83,2023-04-10,4,East,Success
bc838f8c-cf3e-481a-82ab-f4abd6c54353,0a67b9e9-75af-4450-8248-d39f2a448471,532.1,2023-11-22,7,East,Success
24fb831a-c993-4621-b77f-125bd2e9e9e6,8399133a-4c1b-40ba-a259-159e0f68f5f9,5230.27,2023-10-24,3,East,Success
13ed318d-2d24-40ed-84fc-04e070646691,bdf7894c-1872-4014-b279-84b03c93f88c,516.51,2023-07-01,6,North,Success
6eec0cb1-bd8b-448f-aa72-88502db37b38,3951132f-c2e7-4b5c-896a-0bc3fc6f7578,605.18,2023-06-23,1,North,Success
191552c2-945d-4978-bc42-f26180db2322,3951132f-c2e7-4b5c-896a-0bc3fc6f7578,1812.76,2023-11-12,2,West,Success
702ca2dc-2008-4d95-9954-1bb624e21ebf,9007e52c-9745-483f-b4c0-c4743ea66612,687.36,2023-12-30,2,South,Success
abebc2d2-de9c-4ba8-b385-200031038e4a,e87bb8b7-9276-4878-95ab-a7eeab85cec4,249.15,2023-07-07,2,North,Success
897ec47c-9049-4fc8-ae94-74e848b112af,db9e880c-9fc7-43f3-ae33-276c54cc81ac,293.18,2023-02-26,1,North,Success
bcf41f42-9bef-438c-bd41-152ddd27ec31,9198c0e1-7efb-4311-b52e-a008b7e55006,2090.84,2023-01-31,3,North,Success
677d2caf-0ac1-415b-bda1-9786ef26dc25,16c56316-6381-4593-95ed-1fbb913a84e0,214.77,2023-03-25,4,West,Fail
526c2aa4-d3bd-449e-abaa-a2299a7e27a1,70e9f855-d226-4991-970f-0a983d9f8f88,5864.06,2023-06-01,3,East,Success
a630c552-d209-43fc-bfcb-1c30b330183f,1519a108-831a-4647-a85e-eff3c6a5acb7,478.91,2023-02-05,1,West,Success
9d2202da-6960-4229-9f2a-1e5b9bf083a0,82de02ab-8d5c-4a0d-8518-a6c70ebe0eab,2297.23,2023-08-01,4,South,Success
7452f195-51cc-4bf9-bbdd-a1a88a966285,ed9fdc04-d295-417c-8135-2854e6b2cdc9,514.66,2023-12-30,3,South,Fail
12377ec1-581f-4992-8405-d93d972ae8f9,9007e52c-9745-483f-b4c0-c4743ea66612,365.66,2023-04-16,3,South,Success
0d7b0123-7344-4c94-9163-380dd73fdd2d,431f110c-56a8-49e9-b476-c6bf1dac6401,1473.39,2023-12-08,4,South,Success
0ec3ab2c-f46a-4c26-9376-4b6678bdcfa7,020b7f8c-494d-46f8-840e-e0ac7da45359,3874.38,2023-08-08,2,North,Success
255d5b25-9845-43d3-a767-d0b49c59594b,414bf808-67a2-4adf-8eeb-a6634c6c6726,814.98,2023-06-12,2,North,Success
7b66c2c5-19be-46ff-9957-070f660b341e,f1e0e9a5-6716-4d69-8c86-c147e09b15e4,1013.77,2023-08-08,5,West,Success
79b33ffb-9db1-4363-9900-f4797383a8ac,cd5e872a-e2fb-4fe2-9286-e6f8391de1ab,2889.68,2023-09-27,2,East,Success
2a6ece0f-dc43-4684-a092-67e6c326faf1,b76d73dc-fe3e-4ebe-bd9d-40c3b2183ba0,3006.8,2023-04-30,3,South,Fail
b41fe3c3-d031-4809-bb00-5aaa9f434d56,967c912e-2bad-4f17-9678-e08a1181c6e3,1047.13,2023-12-02,5,West,Success
6b00d34e-8a02-4887-92a6-9a98b1503c23,c9554b01-015e-45e7-a919-326051a4fea5,644.08,2023-07-01,4,North,Success
c2ce9433-ccca-4a51-a237-fabb465b8996,f52de08a-e75a-4e90-9c54-285d9a52eb55,1210.98,2023-04-16,1,North,Success
228cc8ec-ffe6-40e1-9515-b8d6f6b42aad,a095481e-9644-47a8-9fb7-5c3b7dc0f42d,872.1,2023-08-05,1,East,Success
ef4aa059-c919-4a6e-b739-543a287df07c,6444251d-bf04-447c-b7ab-ec36eaceb334,1596.5,2023-07-24,0,East,Fail
9fa28604-bd94-48a6-8036-c7ab7f982638,483c4132-e319-4e89-b4cb-e3fe64869e2a,261.62,2023-03-11,3,East,Success
66b86b99-c702-47ea-81cd-38b6b8cc1ba8,d2fb6798-acde-454c-8a1b-27d4c07ce8d7,1529.38,2023-02-13,3,West,Success
9c36634c-e9fb-42f1-bb75-16dfa41881c4,db9e880c-9fc7-43f3-ae33-276c54cc81ac,463.14,2023-11-25,1,North,Success
47001c65-733e-41c9-881d-53f76de6ec21,9ac489b7-5e88-480d-bd84-ede55fff0052,3252.13,2023-10-28,6,North,Success
cdb879e9-2f7f-45a7-860b-85c19c0e33d1,c462919f-fb3c-47d6-a021-a1e836df8f22,489.33,2023-08-16,3,East,Success
9f4cc19c-48cb-4ac7-95cc-42fe048fad02,717ea1c2-6177-448d-bf5f-e19fa0228465,499.63,2023-07-03,2,South,Success
f0f84260-a4d3-45b0-8520-be5bc5e4a116,e4217fcb-60e8-422b-ae9b-4f77fd4c6767,1871.47,2023-04-17,3,East,Success
ab385af7-2639-46ea-8d0f-214d293381bf,0741157b-4905-4159-89d7-559e32e3226e,1115.5,2023-03-25,4,West,Fail
571b62b4-9b68-46af-b56e-ecc885943eac,b873220d-7cfd-4389-ba2b-454505ac9ab6,16847.91,2023-12-04,1,East,Success
f77f7980-c92a-4a09-bdbd-a2c8bd3a8c66,4b13aec5-36bb-4283-8383-d2e0db357414,155.22,2023-09-07,2,East,Fail
d1e72134-c35e-493f-80e8-05ff11bff4a2,7f6e7de5-45c1-44fb-8b09-3eb411f58de7,1251.16,2023-12-29,4,West,Success
1c4f202d-a01e-4ca6-8dea-f1846ddda8f6,ee3a19b1-d513-4d50-b61d-f680d0c55965,4253.85,2023-01-21,3,East,Success
19f0a372-e655-4ba6-b167-3556f0c53b26,f90f8fff-bbff-4204-bdb2-3daed8845151,547.86,2023-07-15,3,North,Success
a592e057-4fac-44ee-b02b-16bdbdc61ffd,73f5d86d-bb94-4b7b-8996-bb49d47c3ca1,367.72,2023-06-27,3,South,Success
0331019d-ec47-4167-96ee-29c9bf20bc9c,dbe62a8e-39b2-42ce-b5ab-b7ba109c98a9,385.66,2023-01-07,1,East,Success
cf163ac7-49a9-444c-8f3b-9cc872cf3bea,73f5d86d-bb94-4b7b-8996-bb49d47c3ca1,158.48,2023-03-11,2,West,Success
e80dbcab-3733-46c6-b107-f52fc0f0b178,7662ad42-1e2a-48b3-96ac-3a4992007f58,5539.42,2023-05-07,3,South,Success
3814ba46-af9c-4f41-b20e-4724868afd4f,020b7f8c-494d-46f8-840e-e0ac7da45359,738.38,2023-06-09,2,West,Success
07ba1436-dfce-4f62-bea8-ba1e5b5351db,772b3476-efeb-4927-81b7-eaed7ceba5e2,640.58,2023-09-05,1,South,Success
66686ce4-8747-426c-82e1-38354720bbda,dd4d87b6-56f6-43ae-9a88-c869ae4ca621,85.72,2023-07-22,4,South,Success
8df3eeef-c920-41c9-bb38-2aeacbba8c83,1b4a85ae-e244-46cf-bba2-dc2387c9dc80,196.28,2023-05-28,6,East,Success
1d4f1a14-5e0a-41ea-896f-65f2ac90c8b2,0452c383-a67a-43a5-9562-8b82c647c0e6,6364.35,2023-05-23,4,North,Success
9d8db0d0-2f02-4be4-9df1-615384ccb094,14ee4147-092d-4644-95ee-22bf3c3bf633,1577.71,2023-07-18,5,East,Success
4bbf4385-c2db-4cc5-bc0a-b019aa3dc89f,8aab8ea3-ecc9-4182-beec-9e1e5ecd4000,4446.18,2023-06-03,2,West,Success
bbc3b631-b892-4ce9-8e99-17a37e15ab09,df445f3a-c056-4d65-8cec-d9dcb9abcb5b,3819.94,2023-05-22,6,West,Fail
8c50343f-77e9-48fe-a34e-7104e96afb6e,0e33f253-ee64-4b07-a6d1-d4d717289d70,330.05,2023-11-09,2,South,Success
fe90f912-ff59-416b-8d0c-e59cedb5bebd,68f571c6-8198-43c6-af20-6acb5d114be1,20248.12,2023-06-14,5,South,Success
775c4e4b-dc07-4dd3-8438-0b063bbb6d6f,16c56316-6381-4593-95ed-1fbb913a84e0,11380.76,2023-11-10,7,North,Success
39fe0d17-b5f2-414d-bab2-f447e980712c,27ca5ed7-3f37-416e-9637-c0c7bd6929f6,557.51,2023-01-21,4,East,Success
da33199b-735c-4792-b71b-8226e2fc99ff,a6409a0e-a942-40ed-b8b3-c56304666c67,15.15,2023-03-23,6,West,Success
ceb5594d-b2e6-49b4-8afe-8b310964af57,28ac3eaa-5854-4195-a1cf-38e00760c39a,714.91,2023-03-10,3,South,Success
40f00c21-b5b0-4848-977a-f45b9930fa2f,414bf808-67a2-4adf-8eeb-a6634c6c6726,1459.66,2023-05-11,2,North,Fail
e1059d66-e892-4a3a-a802-d9ea926f0663,8996f8b6-f4a3-4c79-be9c-053005464e7b,554.87,2023-03-28,3,West,Success
426c9fa6-9ad6-4f05-8444-3f203cce7399,06e80928-7ab1-44e6-9567-9c4e18cad864,840.65,2023-08-06,3,South,Success
d0714a9a-64b1-4983-98bc-2c30debf4161,16c56316-6381-4593-95ed-1fbb913a84e0,405.7,2023-11-01,1,West,Success
79d5322b-7f4d-4466-a298-690a2cf5484f,16c56316-6381-4593-95ed-1fbb913a84e0,3314.17,2023-12-11,3,North,Success
6a0c37c4-d3e2-466a-8618-a6e401e66e62,ed9bd556-0249-4451-bb16-5fb917a724cc,1183.65,2023-12-07,6,North,Success
36a83baa-e418-46b7-af18-64980662c1f3,c5dea1b0-e187-4140-9003-15b2d1402286,3435.15,2023-06-10,2,West,Success
acfd865e-742f-4497-928d-5154664dedfe,162b6b5b-25a4-4c27-b69b-8eb4f9dff3e8,4753.54,2023-06-27,4,East,Success
a4f996c6-a45d-424f-8c25-2e59bc494c46,f5be398f-9850-4076-a1cc-b1b5a5e37b33,80.71,2023-04-27,5,West,Fail
c583cccf-db41-4ac8-9dcc-8fbf53475f00,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,435.01,2023-07-15,5,South,Success
3edc5a67-c326-4f47-8da5-497540c5be1b,5ef93d3c-d221-469a-a4dd-0d2c736ce14d,518.62,2023-11-23,6,East,Success
ec10c291-9668-4bce-a951-cfcf93283137,b504eec2-7620-4d3b-b500-aa3654cf8f02,23996.11,2023-03-27,3,South,Success
21b03e27-a0eb-4ae8-b4f6-e7c1c47defdd,d01ca74e-ecf4-4fdb-8054-10f9d239fafc,1311.34,2023-10-16,6,West,Success
5e528cbf-3e04-466b-96d1-869e0f82d0eb,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,2907.57,2023-03-22,4,East,Success
20772d7d-4baa-4d3c-bc40-215a1aecac89,c4d82952-8423-416f-9ab2-272052632aee,114.8,2023-06-01,2,South,Success
36ce1bbd-be31-41c1-a699-d08b154f3f1e,0be077e0-d5b6-408b-b899-14bf87563293,1302.26,2023-03-02,3,West,Success
e0081ff4-af0b-4399-a7bd-f67d75facb5d,717ea1c2-6177-448d-bf5f-e19fa0228465,3547.33,2023-03-02,4,West,Success
98079540-2b36-4096-a2eb-4f05b45cd8f3,5cc34646-ea1d-4eeb-83e3-9299d6af00d4,3085.16,2023-12-20,2,East,Success
e13d823f-db13-442d-a33d-1c876d011668,0be077e0-d5b6-408b-b899-14bf87563293,2317.12,2023-01-28,3,West,Fail
19d5b9a1-6548-419a-96ad-1080fc48f9d8,edb2fb4a-d338-45bd-989c-5b16a3b76544,1113.88,2023-02-12,4,North,Success
1e5cf66f-807c-44b0-995e-0f2d6fc353d2,6033026e-6247-459f-8ab8-5ddf7603b2c2,1180.72,2023-06-18,2,South,Fail
14fb284b-2880-411c-a87d-b138265e9834,c462919f-fb3c-47d6-a021-a1e836df8f22,143.75,2023-03-27,3,South,Fail
2a061f8f-4a31-42c8-ac00-c97058a8aa38,2e02d103-9147-4484-8c8c-a5a2941a952b,372.17,2023-06-26,4,West,Success
8cff11c0-4310-410c-a894-1fe5d5f2df25,67ab7c79-fe7f-4776-a017-7880bc0fccdf,1446.83,2023-01-17,3,West,Success
